Premise Name,Premise No,Type,TPIN,Physical Address,Street,PSU No,Category,District,Region
LIFECOVER PHARMACY LIMITED,NDA/PRE/RTP/11666,Retail Pharmacy,1045628846,"PLOT 19, BAZAAR STREET, TORORO MUNICIPALITY",BAZAAR STREET,2175,Human,Tororo,Eastern Region - Tororo
BIOSPHERE SOLUTIONS LTD,NDA/PRE/SIA/11665,Surgical Instruments and Appliances Outlet,1043552594,"HAM SHOPPING MALL, MAKERERE HILL RD",MAKERERE HILL RD,\N,Human,Kampala,Kampala Extra - Akamwesi
AMLAK MEDICAL LIMITED,NDA/PRE/SIA/11671,Surgical Instruments and Appliances Outlet,1029928005,"NTINDA COMPLEX, NTINDA ROAD",NTINDA ROAD,,Human,Kampala,Kampala Extra - Akamwesi
KEVERON PHARMACY LTD,NDA/PRE/WHP/10274,Wholesale Pharmacy,\N,KIWATULE,KIWATULE,1459,Human,Kampala,Kampala Extra - Akamwesi
ZYGEN BIOTECH LIMITED,NDA/PRE/PMA/11662,Surgical Instruments and Appliances Outlet,\N,"PLOT 1511, BWEYOGERERE INDUSTRIAL AREA","PLOT 1511, BWEYOGERERE INDUSTRIAL AREA",2064,Human,Wakiso,Central Regional Office - Masaka
KIBOGA PHARMACY LIMITED,NDA/PRE/RTP/5151,Retail Pharmacy,\N,HOIMA ROAD,HOIMA ROAD,1956,Human,Kiboga,Western Region - Hoima
GOODLIFE HEALTH MANAGEMENT,NDA/PRE/RTP/11656,Retail Pharmacy,\N,LUGOGO CHANNEL,LUGOGO CHANNEL,1607,Human,Kampala,Kampala Extra - Akamwesi
HEALTH STEP COMPANY LIMITED,NDA/PRE/SIA/11648,Surgical Instruments and Appliances Outlet,\N,NAALYA ROAD,NAALYA ROAD,,Human,Wakiso,Central Regional Office - Masaka
GB PHARMACY LIMITED,NDA/PRE/WHP/8545,Wholesale Pharmacy,1048065479,"CUKA TAT, LIRA CITY, EAST DIVISION",EAST DIVISION LIRA,1783,Human,Lira,Northern Region - Lira
KRIST SON CO. LTD,NDA/PRE/RTP/5140,Retail Pharmacy,\N,LUNGUJJA - BUSEGA RD,LUNGUJJA - BUSEGA RD,1877,Human,Kampala,Kampala Extra - Akamwesi
ZELAH INVESTMENT SMC LTD,NDA/PRE/SIA/11592,Surgical Instruments and Appliances Outlet,1023993828,MASAKA ROAD,MASAKA ROAD,,Human,Kampala,Kampala Extra - Akamwesi
ECOPHARM LIMITED,NDA/PRE/RTP/0690,Retail Pharmacy,10001190,"Kabalagala,Muyenga Rd",Muyenga Rd,1175,Human,Kampala,Kampala Extra - Akamwesi
LENS HEALTH SUPPLIES- SMC LTD,NDA/PRE/RTP/4787,Retail Pharmacy,\N,GAYAZA RD,GAYAZA RD,682,Human,Wakiso,Central Regional Office - Masaka
SUPER MEDIC LTD,NDA/PRE/RTP/1451,Retail Pharmacy,\N,KUTCH ROAD,KUTCH ROAD,499,Human,Jinja,South Eastern Region - Jinja
KDB PHARMACY LIMITED,NDA/PRE/WHP/11498,Wholesale Pharmacy,1046213411,PLOT 595 ALONG JINJA-KAMPALA HIGHWAY,JINJA-KAMPALA HIGHWAY,2212,Human,Mukono,South Eastern Region - Jinja
AHAN BRIDGE INVESTMENT LIMITED,NDA/PRE/WHP/7702,Wholesale Pharmacy,1021587068,"MACKHAN SINGH, KAKOBA-MBARARA CITY SOUTH",MACKHAN SINGH ST.,1971,Human,Mbarara,South Western Region - Mbarara
HEIGHTS PHARMACY LTD,NDA/PRE/RTP/11487,Retail Pharmacy,\N,Katosi,Katosi,1844,Human,Mukono,South Eastern Region - Jinja
Palace care Pharmaceuticals and Enterprises L,NDA/PRE/RTP/11495,Retail Pharmacy,\N,Kigongi Road,Kigongi Road,2109,Human,Kabale,South Western Region - Mbarara
PENOMAC PHARMA LIMITED,NDA/PRE/RTP/11496,Retail Pharmacy,1036892681,"KAMUK, KABERAMAIDO TOWN, LWALA ROAD","KAMUK, KABERAMAIDO TOWN, LWALA ROAD",2277,Human,Kaberamaido,North Eastern Region - Soroti
SEETA SONS (U) LTD,NDA/PRE/WHP/6119,Wholesale Pharmacy,1015365012,"ROSE KABENI &FAMILY ESTATE BUILDING, KANYANYA",KANYANYA,1185,Human,Kampala,Kampala Extra - Akamwesi
GLASS HEALTH PHARMACY CO. LTD,NDA/PRE/RTP/11482,Retail Pharmacy,\N,KYOBE ROAD,KYOBE ROAD,1470,Human,Wakiso,Central Regional Office - Masaka
OZONE PHARMACEUTICAL COMPANY LIMITED,NDA/PRE/WHP/11589,Wholesale Pharmacy,1046103069,Iganga - Tororo Highway,Iganga - Tororo Highway,2140,Human,Iganga,South Eastern Region - Jinja
LOGOS PHARMACY (U) LTD,NDA/PRE/RTP/11588,Retail Pharmacy,\N,KALIRO ROAD OPPOSITE HIPPO PETROL STATION,KALIRO ROAD OPPOSITE HIPPO PETROL STATION,,Human,Iganga,South Eastern Region - Jinja
ANWAR PHARMACEUTICALS (U) - SMC LIMITED,NDA/PRE/RTP/11586,Retail Pharmacy,1046515005,LIRA ROAD,LIRA ROAD,1558,Human,Soroti,North Eastern Region - Soroti
DOTO PHARMA INTL LIMITED,NDA/PRE/WHP/11582,Wholesale Pharmacy,\N,NEXT TO GAZ PETROL STATION,NEXT TO GAZ PETROL STATION,793,Human,Wakiso,Central Regional Office - Masaka
RAZA MEDIPAK INVESTMENTS LTD,NDA/PRE/SIA/11576,Surgical Instruments and Appliances Outlet,\N,WILSON RD,WILSON RD,,Human,Kampala,Kampala Extra - Akamwesi
EEZY-WAY HEALTHCARE PHARMACY LIMITED,NDA/PRE/RTP/11580,Retail Pharmacy,\N,,,1834,Human,Wakiso,Central Regional Office - Masaka
YAGNAPURUSH PHARMACY LIMITED,NDA/PRE/WHP/11572,Wholesale Pharmacy,\N,ADAMS ROAD,ADAMS ROAD,2124,Human,Soroti,North Eastern Region - Soroti
ANTIQUE KUSH CO. LIMITED,NDA/PRE/WHP/11565,Wholesale Pharmacy,\N,ENYUA ROAD,ENYUA ROAD,1973,Human,Arua,West Nile Region - Arua
HEALTHCURE PHARMACEUTICALS U LTD,NDA/PRE/EXT/11559,External/Annex Store,\N,JANANI LUWUM,JANANI LUWUM,1115,Human,Kitgum,Northern Region - Lira
KNKT VET PHARMACY LIMITED,NDA/PRE/RTP/11550,Retail Pharmacy,\N,Kisiizi Road,Kisiizi Road,1417,Human,Ntungamo,South Western Region - Mbarara
BENOVA INVESTMENTS LIMITED,NDA/PRE/RTP/4321,Retail Pharmacy,1040513639,"BUNGA, GGABA RD","BUNGA, GGABA RD",1446,Human,Kampala,Kampala Extra - Akamwesi
HEALTH TREE-SMC LIMITED,NDA/PRE/WHP/11546,Wholesale Pharmacy,\N,,,461,Human,Wakiso,Central Regional Office - Masaka
ANEOL INVESTMENTS COMPANY LIMITED,NDA/PRE/RTP/11540,Retail Pharmacy,1046075640,"ALONG MUSITA ROAD, MAYUGE TOWN COUNCIL",MAYUGE ROAD,1927,Human,Mayuge,South Eastern Region - Jinja
DVAGO PHARMACY (U) SMC LTD,NDA/PRE/WHP/11541,Wholesale Pharmacy,\N,KABALE-KISORO ROAD,KABALE-KISORO ROAD,1602,Human,Kabale,South Western Region - Mbarara
RON PHARM PHARMACEUTICALS LTD,NDA/PRE/RTP/11538,Retail Pharmacy,\N,BITURA ROAD,BITURA ROAD,1994,Human,Kabale,South Western Region - Mbarara
PARFAITE PHARMACY CO. LTD,NDA/PRE/RTP/11532,Retail Pharmacy,\N,HOIMA RD,HOIMA RD,1968,Human,Kampala,Kampala Extra - Akamwesi
BAKATERENGAS ENTERPRISES LIMITED,NDA/PRE/RTP/11537,Retail Pharmacy,\N,NEW TULA ROAD,NEW TULA ROAD,1192,Human,Wakiso,Central Regional Office - Masaka
KA-BIGYEMANO PHARMACY UGANDA LIMITED,NDA/PRE/RTP/11523,Retail Pharmacy,\N,NEXT TO MWERO FUEL STATION,NEXT TO MWERO FUEL STATION,2121,Human,Kakumiro,Western Region - Hoima
CORE MEDICAL PHARMACY LTD,NDA/PRE/RTP/11525,Retail Pharmacy,\N,Ndahendekire Road,Ndahendekire Road,1645,Human,Mbarara,South Western Region - Mbarara
NAIROBI PHARMACY,NDA/PRE/RTP/6874,Retail Pharmacy,1018464279,"Upper Customs-Mpondwe,_x000D_Opp. White House Building,_x000D_Kasese District.",Kabuyiri ward,2164,Human,Kasese,South Western Region - Mbarara
LIFE EXPERT PHARMACY LTD,NDA/PRE/RTP/5452,Retail Pharmacy,\N,WAIGONA ROAD,WAIGONA ROAD,2053,Human,Iganga,South Eastern Region - Jinja
OJINGA PARTNERS LTD,NDA/PRE/RTP/11356,Retail Pharmacy,\N,KUTCH ROAD WEST,KUTCH ROAD WEST,1998,Human,Jinja,South Eastern Region - Jinja
CHIEF PHARMACEUTICALS LIMITED,NDA/PRE/RTP/6538,Retail Pharmacy,\N,KILOMBE RD,KILOMBE RD,2108,Human,Kampala,Kampala Extra - Akamwesi
RYEKO CITY SOLUTIONS LTD,NDA/PRE/RTP/11345,Retail Pharmacy,\N,,,1387,Human,Wakiso,Central Regional Office - Masaka
L &A MEDICAL CENTRE - SMC LTD,NDA/PRE/RTP/11472,Retail Pharmacy,\N,WITHIN L &A MEDICAL CENTRE,WITHIN L &A MEDICAL CENTRE,2025,Human,Wakiso,Central Regional Office - Masaka
SIGMA PLUS LTD,NDA/PRE/RTP/10641,Retail Pharmacy,1049231685,"KABEREBERE, MBARARA - ISINGIRO ROAD","KABEREBERE, MBARARA - ISINGIRO ROAD",1281,Human,Isingiro,South Western Region - Mbarara
MBUKA PHARMA (U) LTD,NDA/PRE/RTP/4742,Retail Pharmacy,\N,KILEMBE ROAD,KILEMBE ROAD,2061,Human,Kasese,South Western Region - Mbarara
ROHEN GRAND HEALTH PHARMA LIMITED,NDA/PRE/RTP/11471,Retail Pharmacy,\N,ENTEBBE ROAD,ENTEBBE ROAD,1756,Human,Wakiso,Central Regional Office - Masaka
THE UNION PHARMACY,NDA/PRE/RTP/3377,Retail Pharmacy,1013329251,"LUSANJA, KASANGATI TOWN COUNCIL",KASANGATI TOWN COUNCIL,1763,Human,Wakiso,Kampala Extra - Akamwesi
CROSS AND HEART PHARMACY LTD,NDA/PRE/RTP/1684,Retail Pharmacy,1035471890,"KYEBANDO T/C, NANSANA",NANSANA,1917,Human,Wakiso,Kampala Extra - Akamwesi
ASPIN DRUG STORES,NDA/PRE/RTP/11450,Retail Pharmacy,1040097523,"BUSABALA, BUSABALA ROAD",BUSABALA ROAD,1853,Human,Wakiso,Kampala Extra - Akamwesi
SCHWILI PHARMACEUTICAL LIMITED,NDA/PRE/RTP/6679,Retail Pharmacy,1018425814,"BULUME ROAD, BUSOWA TOWN COUNCIL",BULUME RD,2092,Human,Bugiri,South Eastern Region - Jinja
FEBROS PHARMACEUTICALS LTD,NDA/PRE/RTP/2435,Retail Pharmacy,\N,"Makerere Hill Rd, Nakulabye","Makerere Hill Rd, Nakulabye",1258,Human,Kampala,Kampala Extra - Akamwesi
ELUMED PHARMACY LIMITED,NDA/PRE/RTP/11447,Retail Pharmacy,1045853572,"NAMAVUNDU, GAYAZA TOWN COUNCIL","NAMAVUNDU, GAYAZA TOWN COUNCIL",480,Human,Wakiso,Kampala Extra - Akamwesi
JOLAN ENTERPRISES (U) - SMC LTD,NDA/PRE/WHP/11446,Wholesale Pharmacy,\N,OLD BUTABIKA ROAD,OLD BUTABIKA ROAD,2028,Human,Kampala,Kampala Extra - Akamwesi
ASPIN DRUG STORES,NDA/PRE/RTP/11435,Retail Pharmacy,\N,NSASA ROAD,NSASA ROAD,1483,Human,Wakiso,Central Regional Office - Masaka
MARTIN HEALTH CARE (U) LIMITED,NDA/PRE/WHP/11439,Wholesale Pharmacy,\N,OPP. UGANDA RAILWAYS,OPP. UGANDA RAILWAYS,247,Human,Kampala,Kampala Extra - Akamwesi
Jimsil pharmaceuticals company uganda limited,NDA/PRE/WHP/5378,Wholesale Pharmacy,1009433051,"Nankoma Road, Dwaliro zone- Mayuge",Nankoma road,1610,Human,Mayuge,South Eastern Region - Jinja
ASPIN DRUG STORES,NDA/PRE/RTP/11421,Retail Pharmacy,\N,BUWAMBO ROAD,BUWAMBO ROAD,1675,Human,Wakiso,Central Regional Office - Masaka
HOLY CARE PHARMACEUTICALS,NDA/PRE/RTP/11432,Retail Pharmacy,\N,GOMA DIVISION,GOMA DIVISION,1854,Human,Mukono,South Eastern Region - Jinja
C AND E PHARMACY - SMC LIMITED,NDA/PRE/RTP/11428,Retail Pharmacy,\N,ILEUKORIT ROAD,ILEUKORIT ROAD,963,Human,Katakwi,North Eastern Region - Soroti
DALY PHARMACEUTICAL GROUP LIMITED,NDA/PRE/WHP/6357,Wholesale Pharmacy,\N,ARUA-KAMPALA HIGHWAY,ARUA-KAMPALA HIGHWAY,1874,Human,Arua,West Nile Region - Arua
KLASS AFRICA LIMITED,NDA/PRE/SIA/11418,Surgical Instruments and Appliances Outlet,1000036999,BUKOTO STREET,BUKOTO STREET,,Human,Kampala,Kampala Extra - Akamwesi
CYBER PHARMACY LIMITED,NDA/PRE/WHP/6334,Wholesale Pharmacy,1051396297,"Plot 157, Flamingo Building, Uhuru Drive, Kitgum Municipal",UHURU RD,2249,Human,Kitgum,Northern Region - Lira
MUDIFO PHARMACY LTD,NDA/PRE/RTP/11318,Retail Pharmacy,\N,,,1824,Human,Wakiso,Central Regional Office - Masaka
BISHOP MAZZOLIDI PHARMACY LIMITED,NDA/PRE/WHP/11402,Wholesale Pharmacy,1044675108,"IRAKU LANE, ADJUMANI TOWN",IRAKU LANE,1545,Human,Adjumani,West Nile Region - Arua
HUK PHARMACY CO. LIMITED,NDA/PRE/RTP/11398,Retail Pharmacy,\N,KITO ROAD,KITO ROAD,1498,Human,Wakiso,Central Regional Office - Masaka
ZONE LIFE PHARMACEUTICALS (ZLP) LTD,NDA/PRE/RTP/6398,Retail Pharmacy,\N,RUGAAGA-NTANTAMUKI RD,RUGAAGA-NTANTAMUKI RD,2012,Human,Isingiro,South Western Region - Mbarara
RIYADH PHARMACEUTICALS (U) LTD,NDA/PRE/RTP/11384,Retail Pharmacy,1017941470,"GANGU - KIZIBA, BEGANZI ROAD",BEGANZI ROAD,1989,Human,Wakiso,Kampala Extra - Akamwesi
KNOKS VET AND FEED SUPPLIES LTD,NDA/PRE/RTP/11387,Retail Pharmacy,1035292205,"MATUGGA, KAVULE T/C, SEMUTO ROAD",SEMUTO ROAD,1986,Veretinary,Wakiso,Kampala Extra - Akamwesi
ZAN - JE GENERAL SUPPLIES,NDA/PRE/SIA/11379,Surgical Instruments and Appliances Outlet,\N,JOHNSTONE STREET,JOHNSTONE STREET,,Human,Kampala,Kampala Extra - Akamwesi
KIMAALI MEDICAL CHAMBERS (SMC) LIMITED,NDA/PRE/RTP/2128,Retail Pharmacy,1010974091,"Plot 7581, Kansanga, Kitalanga Road, MAKINDYE",Kitalanga Road,2267,Human,Kampala,Kampala Extra - Akamwesi
QUALIWORTH PHARMACY,NDA/PRE/RTP/11281,Retail Pharmacy,1047487045,"WANTONI, KITENGA",KAMPALA-JINJA HIGHWAY,1943,Human,Mukono,South Eastern Region - Jinja
Duse Pharmacy,NDA/PRE/RTP/0123,Retail Pharmacy,\N,WILLIAM STREET,WILLIAM STREET,1389,Human,Kampala,Kampala Extra - Akamwesi
BACTIMED LTD,NDA/PRE/SIA/11275,Surgical Instruments and Appliances Outlet,\N,KAMPALA RD,KAMPALA RD,,Human,Kampala,Kampala Extra - Akamwesi
HAZON PHARMA LTD,NDA/PRE/WHP/8010,Wholesale Pharmacy,1049812563,"NAIGA-C PLAZA, MENGO OPP SIR APOLLO KAGGWA PRI. SCH","NAIGA-C PLAZA, MENGO OPP SIR APOLLO",2087,Human,Kampala,Kampala Extra - Akamwesi
SURE PHARMACY LIMITED,NDA/PRE/RTP/2480,Retail Pharmacy,\N,MAIN STREET,MAIN STREET,1567,Human,Jinja,South Eastern Region - Jinja
PEMUJA INVESTMENTS-SMC LTD,NDA/PRE/RTP/8714,Retail Pharmacy,1048280312,"OPP TEN JOYS NURSERY SCHOOL, KAWAALA RD, LUGOBA - NANSANA",KIRA - BULINDO ROAD,1108,Human,Wakiso,Kampala Extra - Akamwesi
VALOR COMPANY LIMITED,NDA/PRE/WHP/11268,Wholesale Pharmacy,\N,KALIRO RD,KALIRO RD,307,Human,Iganga,South Eastern Region - Jinja
VAIDA PHARMACEUTICALS LIMITED,NDA/PRE/RTP/5983,Retail Pharmacy,\N,OKUDI,OKUDI,1874,Human,Moyo,West Nile Region - Arua
VITALITY CARE LIMITED,NDA/PRE/RTP/11248,Retail Pharmacy,\N,LUWAFU-SALAMA ROAD,LUWAFU-SALAMA ROAD,,Human,Kampala,Kampala Extra - Akamwesi
Greenline Pharmacy SMC - Limited,NDA/PRE/WHP/10246,Wholesale Pharmacy,1038011978,Paidah Town next to Equity Bank,Paidah - Nebbi road,2221,Human,Zombo,West Nile Region - Arua
Josam Pharmacy,NDA/PRE/RTP/0790,Retail Pharmacy,\N,Kira Rd,Kira Rd,1251,Human,Kampala,Kampala Extra - Akamwesi
MUZUNGU PHARMACY LIMITED,NDA/PRE/RTP/7834,Retail Pharmacy,1018611429,"Mafubira Trading Centre, Jinja City",MAFUBIRA-KAYUNGA,1449,Human,Jinja,South Eastern Region - Jinja
Zayn Pharmaceuticals Ltd,NDA/PRE/WHP/1803,Wholesale Pharmacy,1005870876,Plot 62 William Street,William Street,380,Human,Kampala,Kampala Extra - Akamwesi
RMS PHARMACY - SMC LIMITED,NDA/PRE/WHP/11112,Wholesale Pharmacy,\N,Kisiki Road,Kisiki Road,1110,Human,Namutumba,South Eastern Region - Jinja
Imani pharmacy Limited,NDA/PRE/WHP/11110,Wholesale Pharmacy,\N,Nebbi Road,Nebbi Road,,Human,Arua,West Nile Region - Arua
FABIAN PHARMACY LTD,NDA/PRE/WHP/11064,Wholesale Pharmacy,\N,,,1846,Human,Wakiso,Central Regional Office - Masaka
HARIIRA ENTERPRISES LTD,NDA/PRE/RTP/10910,Retail Pharmacy,1042729240,MASHA ALLAH HOUSE 1,OFF MENGO HILL RD,2092,Human,Kampala,Kampala Extra - Akamwesi
BCD PHARMA HOLDINGS LTD,NDA/PRE/WHP/10999,Wholesale Pharmacy,\N,KIKOGA ROAD,KIKOGA ROAD,1514,Human,Kasese,South Western Region - Mbarara
VICTOR HEALTH SERVICES,NDA/PRE/EXT/10928,External/Annex Store,\N,,,1479,Human,Kyotera,Central Regional Office - Masaka
GETWELL PHARMACY SMC LTD,NDA/PRE/RTP/0502,Retail Pharmacy,1017578783,"OPP. KCCA HOSPITAL,KAWEMPE",KAWEMPE,1471,Human,Kampala,Kampala Extra - Akamwesi
ALLEN CARE PHARMACY LTD,NDA/PRE/RTP/9339,Retail Pharmacy,1033007962,"Najjera, Next to Football Pitch",Bulabira Rd,1972,Human,Wakiso,Kampala Extra - Akamwesi
IMAGINE PHARMACEUTICALS LIMITED,NDA/PRE/WHP/2077,Wholesale Pharmacy,1016598303,"PLOT 1167, BLOCK 262 - MOBUTU RD, MAKINDYE","MOBUTU RD, MAKINDYE",2185,Human,Kampala,Kampala Extra - Akamwesi
WIGAM PHARMACEUTICALS SMC LTD,NDA/PRE/WHP/10596,Wholesale Pharmacy,\N,Block1 Plot62 Near Tanga Factory,Block1 Plot62 Near Tanga Factory,1132,Human,Mbarara,South Western Region - Mbarara
J.C. NOBLES LIMITED,NDA/PRE/WHP/7307,Wholesale Pharmacy,1013525733,"NAMUSWA PLAZA,ROOM 210, JUNJU RD,WANDEGEYA","JUNJU RD,WANDEGEYA",696,Human,Kampala,Kampala Extra - Akamwesi
WESTNILE BIOMEDICAL EQUIPMENT &LAB LTD,NDA/PRE/SIA/10529,Surgical Instruments and Appliances Outlet,1022571632,"ARUA- KAMPALA RD, OPP NN TOYOTA CEFFORD, NEXT TO PRIMIUS PHARMACY-ARUA CITY",ARUA- KAMPALA HIGH WAY,,Human,Arua,West Nile Region - Arua
TRANSMED INVESTMENTS LTD,NDA/PRE/WHP/8225,Wholesale Pharmacy,1009989890,"SHOP NO.2, KALUNGI COMMERCIAL BUILDING ,JOHNSTONE STREET ,KAMPALA CENTRAL DIVISION",JOHNSTONE STREET,2302,Human,Kampala,Kampala Extra - Akamwesi
MEDICATRIX (U)LTD,NDA/PRE/WHP/0194,Wholesale Pharmacy,\N,Mawanda Rd,Mawanda Rd,,Human,Kampala,Kampala Extra - Akamwesi
GREAT CARE PHARMACEUTICALS LTD,NDA/PRE/WHP/6185,Wholesale Pharmacy,1017535485,"KIRIRI, MPENJA, GOMBA","KIRIRI, MPENJA, GOMBA",2184,Human,Gomba,Central Regional Office - Masaka
NGWIJJE PHARMACY LIMITED,NDA/PRE/RTP/6097,Retail Pharmacy,1017634294,"SAYUNI COMPLEX, NTINDA-KISAASI RD",NTINDA-KISAASI RD,1160,Human,Kampala,Kampala Extra - Akamwesi
MILAN GROUP OF ENTREPRENUERS LIMITED,NDA/PRE/RTP/4070,Retail Pharmacy,1014739258,Kikuubo Lane-KYOTERA,KIKUUBO LANE,1975,Human,Kyotera,Central Regional Office - Masaka
SUPER MEDIC LTD,NDA/PRE/RTP/1970,Retail Pharmacy,1000043437,High Street,High Street,1843,Human,Mbarara,South Western Region - Mbarara
DANLA MEDICINES PHARMACY COMPANY LIMITED,NDA/PRE/WHP/10853,Wholesale Pharmacy,\N,Ordramacaku Border road,Ordramacaku Border road,953,Human,Arua,West Nile Region - Arua
Acts Pharmaceuticals Ltd,NDA/PRE/WHP/11862,Wholesale Pharmacy,1020241067,"Opposite Harree complex, Kyobe Road, Kakajjo-Bweyogerere, Kira Municipality.","Opposite Harree complex, Kyobe Road, Kakajjo-Bweyogerere, Kira Municipality.",1044,Human,Wakiso,Kampala Extra - Akamwesi
MEDISONMED HEALTH CARE (U) LTD,NDA/PRE/SIA/0008,Surgical Instruments and Appliances Outlet,1040170228,DDUNGU 5 BUILDING -KIBULI,PRESS STATE ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
BEATRICE PHARMACY LIMITED,NDA/PRE/RTP/11862,Retail Pharmacy,1046945419,"KASOKOSO STAGE, LUKUNGU VINCENT RENTAL BUILDING, KIRA MUNICIPALITY",KASOKOSO STAGE,489,Human,Wakiso,Kampala Extra - Akamwesi
REVIVE PHARMA LTD,NDA/PRE/WHP/11874,Wholesale Pharmacy,1010938025,"KIBAO BUILDING,6TH STREET INDUSTRIAL AREA",6TH STREET,1778,Human,Kampala,Kampala Extra - Akamwesi
MADINA PHARMACY LTD,NDA/PRE/RTP/0273,Retail Pharmacy,1047340644,"KATANABIRWA T/C, BUTEMBA TOWN COUNCIL, KYANKWANZI",ALONG KIBOGA - HOIMA ROAD,2190,Human,Kyankwanzi,Western Region - Hoima
Matugga Industries &Logistics Hub Ltd,NDA/PRE/RTP/11865,Retail Pharmacy,1032890033,"Mobutu Road, Kibuye B Zone",Mobutu Road,1224,Veretinary,Kampala,Kampala Extra - Akamwesi
MPUGWE PHARMACY LTD,NDA/PRE/RTP/0327,Retail Pharmacy,1024353225,"JUMA ROAD, CENTRAL WARD, LUKAYA TOWN COUNCIL",JUMA ROAD,2134,Human,Kalungu,Central Regional Office - Masaka
FINELINK HEALTH LIMITED,NDA/PRE/WHP/11870,Wholesale Pharmacy,1047799799,"Shop No. 2, Ibanda Main Street, Opp. Shell Petrol Station, Ibanda Municipality","Ibanda Main Street, Ibanda Municipality",1959,Human,Ibanda,South Western Region - Mbarara
DW MAXCOM LIMITED,NDA/PRE/SIA/11866,Surgical Instruments and Appliances Outlet,1015359292,PLOT 37/39 NTINDA,STRETCHER ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
THEITUNGO PHARMACY CO. LTD,NDA/PRE/WHP/11887,Wholesale Pharmacy,1044074164,Lyantonde high street near DFCU-Lyantonde,High street,1895,Human,Lyantonde,South Western Region - Mbarara
FLOKAT PHARMACY LTD,NDA/PRE/RTP/11869,Retail Pharmacy,1047597663,"Cell 3, Ntungamo-Mbarara Road, Western division, Ntungamo",Ntungamo-Mbarara Road,2026,Human,Ntungamo,South Western Region - Mbarara
SCAB SCOTTISH MEDICAL SUPPLIES,NDA/PRE/SIA/0011,Surgical Instruments and Appliances Outlet,1035878351,TWESE PLAZA  ROOM B.15,WILSON ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
APUCARE PHARMACY LTD,NDA/PRE/RTP/11896,Retail Pharmacy,1032779094,"KABULENGWA, BOSCO AND KFH FAMILY ENTERPRISES BLD'G","KABULENGWA, BOSCO AND KFH FAMILY ENTERPRISES BLD'G",2007,Human,Wakiso,Kampala Extra - Akamwesi
MEDIPROVISIONS CO.SMC LIMITED,NDA/PRE/SIA/0005,Surgical Instruments and Appliances Outlet,1047768497,"KATALEMWA ,MATUGGA",BOMBO ROAD,\N,Medical Devices,Wakiso,Kampala Extra - Akamwesi
ANWAR PHARMACEUTICALS (U) - SMC LTD,NDA/PRE/WHP/0083,Wholesale Pharmacy,1046515005,"AMEN, NAKATUNYA, LIRA ROAD - SOROTI",LIRA ROAD,1558,Human,Soroti,North Eastern Region - Soroti
GAVANA PHARMACY LTD,NDA/PRE/WHP/0038,Wholesale Pharmacy,1013622771,"COMMERCIAL COMPLEX, LUKAYA, KALUNGU","COMMERCIAL COMPLEX, LUKAYA, KALUNGU",1845,Human,Kalungu,Central Regional Office - Masaka
BELLEVUE LOGISTICS LTD,NDA/PRE/SIA/11863,Surgical Instruments and Appliances Outlet,1010388073,"MINISTERS VILLAGE ,NTINDA",MARTYRS WAY ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
Qualiworth Pharmacy,NDA/PRE/WHP/11865,Wholesale Pharmacy,1047487045,"Next to Eco petrostation, Kireka road, Kira Municipality","Next to Eco petrostation, Kireka road, Kira Municipality",2040,Human,Wakiso,Kampala Extra - Akamwesi
MEDSELECT PHARMACY LTD,NDA/PRE/WHP/11867,Wholesale Pharmacy,1047141908,"ROOM Z2 &Z11, KASOLO KYEYUNE'S BUILDING, BUJJUKO TRADING CENTRE, SENTEMA RD","ROOM Z2 &Z11, KASOLO KYEYUNE'S BUILDING, BUJJUKO TRADING CENTRE, SENTEMA RD",1218,Human,Wakiso,Kampala Extra - Akamwesi
AIZA PHARMACY (U) LTD,NDA/PRE/WHP/11876,Wholesale Pharmacy,1018183452,"EXPERT MALL NGOBE, BUNAMWAYA - NGOBE, MAKINDYE SSABAGABO","EXPERT MALL NGOBE, BUNAMWAYA - NGOBE",475,Human,Wakiso,Kampala Extra - Akamwesi
ROYAL PHARMA 2011 LTD,NDA/PRE/WHP/0033,Wholesale Pharmacy,1001002018,"PLOT 3, EAST WARD A CELL, PANDWONG DIVISION, GUU WARD - KITGUM MUNICIPALITY","PLOT 3, EAST WARD A CELL, PANDWONG DIVISION, GUU WARD - KITGUM MUNICIPALITY",2172,Human,Kitgum,Northern Region - Lira
Spenomatic Chemicals Uganda Limited,NDA/PRE/SIA/0018,Surgical Instruments and Appliances Outlet,1036175516,"Plot 150.155,158 Kyagwe Block 189 at Lwanyonyi Mukono Uganda,Warehouse number 10 (GMR industrial Par",Jinja road,\N,Medical Devices,Mukono,South Eastern Region - Jinja
KAMPALA RADIATION AND DOSIMETRY SERVICES-SMC LTD,NDA/PRE/SIA/0017,Surgical Instruments and Appliances Outlet,1047196304,Plot 2184 Namilyango Road Gwafu west Seeta Mukono Municipality.,Namilyango Road,\N,Medical Devices,Mukono,South Eastern Region - Jinja
