Premise Name,Premise No,Type,TPIN,Physical Address,Street,PSU No,Category,District,Region
TJB MODERN PHARMACY LTD,NDA/PRE/RTP/7816,Retail Pharmacy,1013736841,"OPP BULANGE BLDG , MENGO",KIVEBULAYA RD,798,Human,Kampala,Kampala Extra - Akamwesi
VIXEN PHARMACY LIMITED,NDA/PRE/RTP/8329,Retail Pharmacy,1026935783,KAJJANSI TRADING CENTRE,KAJJANSI TRADING CENTRE,1863,Human,Wakiso,Kampala Extra - Akamwesi
HOIMA PHARMA LIMITED,NDA/PRE/RTP/8387,Retail Pharmacy,1026974348,"BUSINSI T/C , WEST DIVISION, HOIMA -FORT PORTAL RD",HOIMA -FORT PORTAL RD,1821,Human,Hoima,Western Region - Hoima
MEDICUB VENTURES LIMITED,NDA/PRE/RTP/9209,Retail Pharmacy,\N,,,1700,Human,Ibanda,South Western Region - Mbarara
TRONIC MEDICAL SUPPLIES LTD,NDA/PRE/SIA/11319,Surgical Instruments and Appliances Outlet,1018517643,"SHOP A5278 SECOND FLOOR, ARUA PARK PLAZA BEN KIWANUKA STREET",BEN KIWANUKA STREET,\N,Human,Kampala,Kampala Extra - Akamwesi
KHODIYAR CARE UGANDA LTD,NDA/PRE/SIA/11327,Surgical Instruments and Appliances Outlet,\N,,,,Human,Kampala,Kampala Extra - Akamwesi
IVY MEDICAL SUPPLIES (U) LTD,NDA/PRE/SIA/11329,Surgical Instruments and Appliances Outlet,\N,,,,Human,Kampala,Kampala Extra - Akamwesi
TISSUE AND HYGIENE LTD,NDA/PRE/SIA/11423,Surgical Instruments and Appliances Outlet,\N,,,,Human,Wakiso,Kampala Extra - Akamwesi
VIDA AFRICA LTD,NDA/PRE/WHP/0827,Wholesale Pharmacy,1018463927,,,1114,Human,Kampala,Kampala Extra - Akamwesi
AAFIYA (A) LIMITED,NDA/PRE/WHP/10736,Wholesale Pharmacy,\N,,,2132,Human,Kiryandongo,Western Region - Hoima
DALNAM EMPIRE LIMITED,NDA/PRE/WHP/10765,Wholesale Pharmacy,\N,,,1481,Human,Wakiso,Kampala Extra - Akamwesi
ABANASSA VETERINARY SERVICES LTD,NDA/PRE/WHP/10770,Wholesale Pharmacy,1042341820,"Plot No. 65 Main Street,_x000D_Ibanda Municipality",MAIN STREET,2202,Human,Ibanda,South Western Region - Mbarara
ACTIPHARM PHARMACY &GENERAL MEDICAL SERVICE,NDA/PRE/WHP/10832,Wholesale Pharmacy,1035487137,"Bukesa, Nakulabye Makerere Rd",Nakulabye Makerere Rd,1763,Human,Kampala,Kampala Extra - Akamwesi
Salvation Pharmacy,NDA/PRE/WHP/10977,Wholesale Pharmacy,\N,,,1252,Human,Soroti,North Eastern Region - Soroti
HEALTH CURE PHARMACEUTICALS (U) LIMITED,NDA/PRE/WHP/11119,Wholesale Pharmacy,1010749431,"Opp. Total II Petrol Station, Plot 74 Pager Crescent Street Rd,Kitgum","Crescent Street Rd,",1181,Human,Kitgum,Northern Region - Lira
ETAN PHARMACY LIMITED,NDA/PRE/WHP/11120,Wholesale Pharmacy,\N,,,2077,Human,Kakumiro,Western Region - Hoima
NYC PHARMACEUTICALS LIMITED,NDA/PRE/WHP/11183,Wholesale Pharmacy,\N,,,575,Human,Rukungiri,South Western Region - Mbarara
ALIKA-N WHOLESALE PHARMACY,NDA/PRE/WHP/11257,Wholesale Pharmacy,\N,,,1311,Human,Isingiro,South Western Region - Mbarara
SEVEN HILLS PHARMA LTD,NDA/PRE/WHP/11282,Wholesale Pharmacy,\N,,,952,Human,Wakiso,Kampala Extra - Akamwesi
GREM-BES PHARMACY,NDA/PRE/WHP/11314,Wholesale Pharmacy,\N,,,1922,Human,Mbarara,South Western Region - Mbarara
ABACUS PHARMA (AFRICA) LTD,NDA/PRE/WHP/11332,Wholesale Pharmacy,\N,,,524,Human,Wakiso,Kampala Extra - Akamwesi
AO AVISON PHARMACEUTICALS LTD,NDA/PRE/WHP/11361,Wholesale Pharmacy,\N,,,2068,Human,Tororo,Eastern Region - Tororo
AFRICA BRANDS ARCADE LIMITED,NDA/PRE/WHP/11364,Wholesale Pharmacy,1006674050,KATI HOUSE,KYAGGWE ROAD,1997,Human,Kampala,Kampala Extra - Akamwesi
AR-RAZAQ PHARMACY LIMITED,NDA/PRE/WHP/11365,Wholesale Pharmacy,1044025826,"Plot No. 16 Wasike Road, Busia Municipality; Busia District",WASIKE ROAD,2258,Human,Tororo,Eastern Region - Tororo
Keveron Pharmacy Ltd,NDA/PRE/WHP/11380,Wholesale Pharmacy,\N,,,1414,Human,Kampala,Kampala Extra - Akamwesi
TAHA HEALTHCARE CO. LTD,NDA/PRE/WHP/11562,Wholesale Pharmacy,1043737498,"FOURTH FLOOR, US MALL, KISAASI - KYANJA ROAD , KAMPALA",KISAASI - KYANJA ROAD,608,Human,Kampala,Kampala Extra - Akamwesi
CORAZON PHARMACY LTD,NDA/PRE/WHP/11577,Wholesale Pharmacy,\N,,,1816,Human,Kampala,Kampala Extra - Akamwesi
PHARMA VILLE LIMITED,NDA/PRE/WHP/2033,Wholesale Pharmacy,\N,,,1523,Human,Hoima,Western Region - Hoima
AIM PHARMACEUTICALS LTD,NDA/PRE/WHP/2269,Wholesale Pharmacy,1026409984,"SP PLAZA, WILLIAM STREET",WILLIAM STREET,977,Human,Kampala,Kampala Extra - Akamwesi
ABUCUS DRUG STORE (A) -SMC LIMITED,NDA/PRE/WHP/4455,Wholesale Pharmacy,80020000921437,"NKONKONJERU T/CENTRE, BUIKWE",NKONKONJERU T/CENTRE,2216,Human,Buikwe,South Eastern Region - Jinja
GREEN PLUS PHARMACEUTICALS LIMITED,NDA/PRE/WHP/6163,Wholesale Pharmacy,1003214823,"Avenue Road, Opp Equity Bank",AT IDDI AMIN RD,1993,Human,Arua,West Nile Region - Arua
MALIX PHARMA (U) LTD,NDA/PRE/WHP/6492,Wholesale Pharmacy,\N,,,967,Human,Mbale,Eastern Region - Tororo
AAFIYA (A) LIMITED,NDA/PRE/WHP/6970,Wholesale Pharmacy,\N,,,892,Human,Kampala,Kampala Extra - Akamwesi
Pentagon Pharmaceuticals,NDA/PRE/WHP/7359,Wholesale Pharmacy,1015880503,"Central Zone, Fortportal",LUGARD STREET,1963,Human,Fort Portal,Western Region - Hoima
AL-UMA TRADE PHARMACEUTICALS LTD,NDA/PRE/WHP/7622,Wholesale Pharmacy,1042388794,Hospital road next to yy bus Terminal,Hospital road next to yy bus Terminal,1536,Human,Arua,West Nile Region - Arua
Royal Pharma 2011 Limited,NDA/PRE/WHP/1452,Wholesale Pharmacy,1001002018,ALDINA ROAD OPP - JINJA CENTRAL MARKET,"PLOT 11, ALDINA ROAD, JINJA",1086,Human,Jinja,South Eastern Region - Jinja
JOLILABS,NDA/PRE/WHP/0037,Wholesale Pharmacy,1032409013,JINJA ROAD MUKONO MUNICIPAL COUNCIL,JINJA ROAD,2037,Human,Mukono,South Eastern Region - Jinja
TAKWANA PHARMACY,NDA/PRE/RTP/11875,Retail Pharmacy,1040168419,Busika road kyampisi mukono district,busika road kyampisi,2126,Human,Mukono,South Eastern Region - Jinja
AIMOR HEALTH CARE PHARMACY LIMITED,NDA/PRE/RTP/0378,Retail Pharmacy,1046844415,Jinja kampala highway seeta.,Jinja kampala highway seeta.,419,Human,Mukono,South Eastern Region - Jinja
CGS GENERAL ENTERPRISES LTD,NDA/PRE/SIA/11856,Surgical Instruments and Appliances Outlet,1000046413,"WAMALA CLOSE,NAJJANNANKUMBI-KAMPALA",WAMALA ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
CARETON PHARMACEUTICALS LTD,NDA/PRE/RTP/11864,Retail Pharmacy,1014058905,"NALONGO HOUSE, GANDA - KYEBANDO RD. NANSANA MUNICIPALITY",GANDA - KYEBANDO RD,882,Human,Wakiso,Kampala Extra - Akamwesi
MEDICORE HEALHCARE EA LTD,NDA/PRE/SIA/0007,Surgical Instruments and Appliances Outlet,1015682164,NALUBEGA ARCADE,BOMBO ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
MEGA COLLACTIVE SYSTEMS LTD,NDA/PRE/SIA/11858,Surgical Instruments and Appliances Outlet,\N,NAMERE,BUWAMBO ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
Mukwano pharmaceuticals,NDA/PRE/WHP/11860,Wholesale Pharmacy,1000760326,Seeta Town Mukono,Seeta Kampala road Seeta town,1021,Human,Mukono,South Eastern Region - Jinja
ALPHA OPTICAL GALLERY,NDA/PRE/SIA/0042,Surgical Instruments and Appliances Outlet,1048302739,"RENE PLAZA, WILLIAM STREET- KAMPALA",WILLIAM STREET,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
Ocare Health Limited Pharmacy,NDA/PRE/WHP/11856,Wholesale Pharmacy,1018693403,"G &H Plaza, Kisaasi T/C, Nakawa division.","G &H Plaza, Kisaasi T/C, Nakawa division.",2203,Human,Kampala,Kampala Extra - Akamwesi
HASTEN DIAGNOSTIC CENTRE LTD,NDA/PRE/SIA/11861,Surgical Instruments and Appliances Outlet,1018339736,MENGO,KASALINA ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
NAKASONGOLA PHARMACY LTD,NDA/PRE/RTP/0043,Retail Pharmacy,1047410926,MARIA DEZI PARK PLAZA- NAKASONGOLA,SASIRA ROAD.,1889,Human,Nakasongola,Kampala Extra - Akamwesi
JANAM CARE PHARMACY,NDA/PRE/WHP/0040,Wholesale Pharmacy,1008899520,MUNICIPALITY - TORORO,NAGONGERA ROAD,2089,Human,Tororo,Eastern Region - Tororo
VIOFIL INVESTMENTS LIMITED,NDA/PRE/RTP/11878,Retail Pharmacy,1016127808,"SSALONGO'S PLAZA, ROOM 3, NEXT TO THE TURN TO TORI GARDENS, SSISA ROAD - KITENDE, KAJJANSI TOWN COUN",SSISA ROAD - KITENDE,1515,Human,Wakiso,Kampala Extra - Akamwesi
RENE BIOTECH LIMTED,NDA/PRE/RTP/11856,Retail Pharmacy,1055412753,"Shop No. LGF 02, Plot 20, Rene Plaza",William Street,795,Human,Kampala,Kampala Extra - Akamwesi
SAFE LIFE SCIENTIFIC COMPANY LTD,NDA/PRE/SIA/11857,Surgical Instruments and Appliances Outlet,1046211074,"KIMBEJJA VILLAGE,NALYA",CHARLES OGWEL LANE,\N,Medical Devices,Wakiso,Kampala Extra - Akamwesi
PLUS ONE OPTICAL SUPPLIES LTD,NDA/PRE/SIA/0030,Surgical Instruments and Appliances Outlet,1022447237,"TWESE PLAZA,CENTRAL DIVISION KAMPALA",WILSON ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
AKIMEDICARE (U) LTD,NDA/PRE/SIA/0004,Surgical Instruments and Appliances Outlet,1034867780,"QUEEN'S PALACE,MPERERWE ,KAWEMPE DIVISION ,KAMPALA",GAYAZA ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
BARIKI EXIM PHARMA LTD,NDA/PRE/WHP/11858,Wholesale Pharmacy,1046819578,"Room G-13, The Mall Building, Wilson Road","Room G-13, The Mall Building, Wilson Road",2077,Human,Kampala,Kampala Extra - Akamwesi
BRIDE HOUSE LTD,NDA/PRE/SIA/11860,Surgical Instruments and Appliances Outlet,1000220916,"PLOT 333, HOLY MARK COMPLEX,NAMUGONGO",NAMUGONGO ROAD,\N,Medical Devices,Wakiso,Kampala Extra - Akamwesi
Tsuri Pharmacy Limited,NDA/PRE/WHP/11859,Wholesale Pharmacy,10033399328,"Rubis Petrostation Wankulukuku Road, Rubaga Division","Rubis Petrostation Wankulukuku Road, Rubaga Division",1870,Human,Kampala,Kampala Extra - Akamwesi
FROLIVE PHARMACY LIMITED,NDA/PRE/RTP/11894,Retail Pharmacy,1015916838,KLAM COMPLEX RM 5 AND 6 OPPOSITE GREEN LEAF NURSERY AND PRIMARY SCHOOL-WAKISO,katale road,981,Human,Wakiso,Kampala Extra - Akamwesi
RAPHA PHARMACUITICALS,NDA/PRE/RTP/11876,Retail Pharmacy,103976993,MBIKO TRADING CENTRE NJERU MUNICIPAL COUNCIL,JINJA KAMPALA HIGH WAY,1970,Human,Buikwe,South Eastern Region - Jinja
ORTHODOX MISSION PHARMACY LTD,NDA/PRE/WHP/11883,Wholesale Pharmacy,1047273217,"BUGEMBE TRADING CENTRE , CATHEDRAL ROAD, JINJA CITY",CATHEDRAL ROAD,1524,Human,Jinja,South Eastern Region - Jinja
PARAMOUNT PHARMACEUTICALS,NDA/PRE/WHP/11861,Wholesale Pharmacy,1012362503,"SEMAKOKILO PLAZA, OLD-KIRA ROAD, NAKAWA DIVISION","SEMAKOKILO PLAZA, OLD-KIRA ROAD, NAKAWA DIVISION",1962,Human,Kampala,Kampala Extra - Akamwesi
MEDMINDER PHARMACEUTICAL COMPANY-SMC LIMITED,NDA/PRE/WHP/0034,Wholesale Pharmacy,1032665773,KIRYATETE EASTHOIMA,"PLOT 17, KIRYATETE EAST , HOIMA",1464,Human,Hoima,Western Region - Hoima
TEMAT PHARMACY LIMITED,NDA/PRE/RTP/0133,Retail Pharmacy,1045788889,BUKWIRI TRADING CENTER,KAMPALA - HOIMA ROAD,2004,Human,Kyankwanzi,Western Region - Hoima
ROD-ICCARE PHARMACY LTD,NDA/PRE/RTP/11857,Retail Pharmacy,1047308351,"NEXT TO STABEX LWEZA, MAKINDYE SSABAGABO MUNICIPALITY","NEXT TO STABEX LWEZA, MAKINDYE SSABAGABO MUNICIPALITY",2096,Human,Wakiso,Kampala Extra - Akamwesi
DOBYE PHARMACY (U) LTD,NDA/PRE/WHP/0035,Wholesale Pharmacy,1047383452,KIJURA CELL,MASINDI - HOIMA ROAD,1621,Human,Masindi,Western Region - Hoima
POTKOO PHARMACEUTICAL LIMITED,NDA/PRE/RTP/11859,Retail Pharmacy,1046845133,"PLOT 6 , CORNER H'SE NEXT TO KITGUM GENERAL HOSPITAL, , UHURU DRIVE","PLOT 6, UHURU DRIVE",1532,Human,Kitgum,Northern Region - Lira
ASPIN DRUG STORES,NDA/PRE/RTP/11877,Retail Pharmacy,1040097523,"AT KITUBULU, NTANDA-BUNONO, LEILAH BLD'G, KATABI - WAKISO",NTANDA-BUNONO,1991,Human,Wakiso,Kampala Extra - Akamwesi
JEZREEL PHARMACY LIMITED,NDA/PRE/RTP/11868,Retail Pharmacy,1047141297,BUWENGE TOWN COUNCIL JINJA DISTRICT,KAMULI ROAD,1476,Human,Jinja,South Eastern Region - Jinja
INDEX MEDICAL STORE LTD,NDA/PRE/SIA/0003,Surgical Instruments and Appliances Outlet,1024865254,NYUMBWA KUBWA BUILDING -CENTRAL DIVISION,BEN KIWANUKA STREET,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
KASA MEDICAL SUPPLIES LIMITED,NDA/PRE/SIA/11859,Surgical Instruments and Appliances Outlet,1036958689,"KINGS TOWER BUILDING ,KABALAGALA-MAKINDYE DIVISION",GGABA ROAD,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
LITE TECH MEDICAL &LABORATORY EQUIPMENTS,NDA/PRE/SIA/0006,Surgical Instruments and Appliances Outlet,\N,"SECOND FLOOR ,RENE PLAZA -CENTRAL DIVISION",WILLIAM STREET,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
MICROBIO SERVICES LIMITED,NDA/PRE/SIA/0002,Surgical Instruments and Appliances Outlet,1044397402,"PLOT 118,BUKOTO -CENTRAL DIVISION",BUKOTO STREET,\N,Medical Devices,Kampala,Kampala Extra - Akamwesi
ASPIN DRUG STORES PHARMACY,NDA/PRE/RTP/0046,Retail Pharmacy,1040097523,Kayunga Road Naluwerere Naminya Njeru Municipality Buikwe District.,Kayunga Road,2239,Human,Buikwe,South Eastern Region - Jinja
ROYAL CLOUDS MEDICAL CENTRE KAPCHORWA LIMITED,NDA/PRE/WHP/11884,Wholesale Pharmacy,1047465246,MAIN STREET - KUBILAT CENTRAL - TINGEY (KASEREM) - KAPCHORWA,MAIN STREET,2098,Human,Kapchorwa,Eastern Region - Tororo
TRIPLE CARE PHARMACY (U) LIMITED,NDA/PRE/RTP/11871,Retail Pharmacy,1047317395,"KITWE TOWN COUNCIL -  RUHAMA , NTUNGAMO DISTRICT",KITWE TOWN COUNCIL,1941,Human,Ntungamo,South Western Region - Mbarara
GORMBETH (U) LIMITED,NDA/PRE/RTP/11890,Retail Pharmacy,1034382414,"Byaruhangaâ€™s House, Kanungu town Council","Katate Road, Toward Kanungu HC IV",2080,Human,Kanungu,South Western Region - Mbarara
ZENOTEK SCIENTIFIC SUPPLIES LTD,NDA/PRE/SIA/11867,Surgical Instruments and Appliances Outlet,1033698588,PLOT 591 KIREKA,NAMUGONGO ROAD,\N,Medical Devices,Wakiso,Kampala Extra - Akamwesi
SYNED VENTURES UG - SMC LTD,NDA/PRE/RTP/11861,Retail Pharmacy,1047159054,"BLOCK 274, PLOT 205, MPUNGA MUMYUKA","BLOCK 274, PLOT 205, MPUNGA MUMYUKA , WAKISO",2010,Human,Wakiso,Kampala Extra - Akamwesi
APOTEK PHARMA AND MEDICAL SUPPLIES LTD,NDA/PRE/RTP/9590,Retail Pharmacy,1016132123,"NAMASUBA 2, AFTER BAMAKO ARCADE - ALONG ENTEBBE RD",ALONG ENTEBBE RD,1496,Human,Wakiso,Kampala Extra - Akamwesi
LOX KAKINDO LIMITED,NDA/PRE/RTP/0303,Retail Pharmacy,1047534330,"Hoima - Kakumiro Rd, Opp Majeru Rd junction, Kakindo Town Council",HOIMA - KAKUMIRO ROAD,2281,Human,Kakumiro,Western Region - Hoima
NATASHAZ PHARMACY LIMITED,NDA/PRE/RTP/9483,Retail Pharmacy,1033260797,"Shop No.2 Kazo Town Council, Kazo-Rushere Road",Kazo-Rushere Road,1437,Human,Kiruhura,South Western Region - Mbarara
KISOBOKA PHARMACY-SMC LIMITED,NDA/PRE/WHP/6236,Wholesale Pharmacy,1017837949,"IDUDI TOWN COUNCIL, BUSIA-IGANGA HIGHWAY",BUSIA-IGANGA HIGHWAY,1357,Human,Bugweri,South Eastern Region - Jinja
STRANK PHARMACY LTD,NDA/PRE/RTP/4528,Retail Pharmacy,\N,KATALA ZONE,KATALA ZONE,1292,Human,Nakaseke,Kampala Extra - Akamwesi
AIM PHARMACEUTICALS LTD,NDA/PRE/RTP/0835,Retail Pharmacy,1026409984,"SHOP No.4, BHATIA BUILDING, WILSON ROAD, CENTRAL DIVISION, KAMPALA.","SHOP No.4, BHATIA BUILDING, WILSON ROAD, CENTRAL DIVISION, KAMPALA.",1952,Human,Kampala,Kampala Extra - Akamwesi
BLIDA PHARMACY,NDA/PRE/RTP/11768,Retail Pharmacy,\N,KAMPALA-MASAKA ROAD,KAMPALA-MASAKA ROAD,,Human,Wakiso,Kampala Extra - Akamwesi
EKAR AGROSCIENCE LTD,NDA/PRE/WHP/11766,Wholesale Pharmacy,1042666366,WANKULUKUKU ROAD KABOWA ZONE MUTUNDWE,WANKULUKUKU ROAD KABOWA ZONE MUTUNDWE,2114,Veretinary,Kampala,Kampala Extra - Akamwesi
VIP PHARMACY,NDA/PRE/WHP/11767,Wholesale Pharmacy,1046989045,"NALUKENKE SUPERIOR MALL- MUKONO MUNICIPALITY, SIR. ALBERT ROAD",SIR. ALBERT ROAD,1975,Human,Mukono,South Eastern Region - Jinja
DHD PHARMACY LIMITED,NDA/PRE/RTP/11763,Retail Pharmacy,1046910230,KIKUUBE BUHIMBA TOWN COUNCIL,HOIMA-KYENJOJO ROAD,1916,Human,Kikuube,Western Region - Hoima
MID LEAF PHARMACY LTD,NDA/PRE/RTP/5447,Retail Pharmacy,\N,"Sonde Rd, Namugongo","Sonde Rd, Namugongo",2118,Human,Wakiso,Kampala Extra - Akamwesi
Little Hearts Pharmacy,NDA/PRE/WHP/11764,Wholesale Pharmacy,\N,Market street,Market street,,Human,Ngora,North Eastern Region - Soroti
GOSAPE DEVELOPMENTS LIMITED,NDA/PRE/WHP/5154,Wholesale Pharmacy,\N,,,274,Human,Kampala,Kampala Extra - Akamwesi
LLOYDS PHARMACY UGANDA LIMITED,NDA/PRE/RTP/5406,Retail Pharmacy,\N,MITYANA RD,MITYANA RD,1921,Human,Wakiso,Kampala Extra - Akamwesi
"CHRISTINE,JENIS PHARMACY LTD",NDA/PRE/WHP/5304,Wholesale Pharmacy,\N,Kyaliwajjala Road,Kyaliwajjala Road,949,Human,Wakiso,Kampala Extra - Akamwesi
SPRINGER BIOMET (U) LTD,NDA/PRE/SIA/11810,Surgical Instruments and Appliances Outlet,101482486,PRINCE CHARLES DRIVE,PRINCE CHARLES DRIVE,\N,Human,Kampala,Kampala Extra - Akamwesi
TWONGI PHARMACEUTICALS LTD,NDA/PRE/RTP/11802,Retail Pharmacy,\N,"Plot 27, Park Road","Plot 27, Park Road",1994,Human,Ntungamo,South Western Region - Mbarara
URBANMED HEALTHCARE SERVICES LTD,NDA/PRE/RTP/11783,Retail Pharmacy,\N,NTINDA KISAASI ROAD,NTINDA KISAASI ROAD,1130,Human,Kampala,Kampala Extra - Akamwesi
REHMA CARE PHARMACY LTD,NDA/PRE/RTP/11781,Retail Pharmacy,\N,HOSPITAL ROAD,HOSPITAL ROAD,2045,Human,Kasese,South Western Region - Mbarara
MARCHELLE PHARMACY LTD,NDA/PRE/WHP/11780,Wholesale Pharmacy,\N,NEAR SERERE DISTRICT HEADQUARTERS-SOROTI ROAD,NEAR SERERE DISTRICT HEADQUARTERS-SOROTI ROAD,,Human,Serere,North Eastern Region - Soroti
MELO PHARMACEUTICALS LTD,NDA/PRE/WHP/11748,Wholesale Pharmacy,1009592276,"KINGSWAY PLAZA, NAKIVUBO PLACE",NAKIVUBO ROAD,1709,Veretinary,Kampala,Kampala Extra - Akamwesi
INSAF PHARMACY,NDA/PRE/WHP/11747,Wholesale Pharmacy,\N,High street,High street,,Human,Mbarara,South Western Region - Mbarara
HICA'S PHARMACEUTICALS LIMITED,NDA/PRE/RTP/6058,Retail Pharmacy,\N,FORT PORTAL - MUBENDE HIGHWAY,FORT PORTAL - MUBENDE HIGHWAY,1681,Human,Kyegegwa,Western Region - Hoima
FOS PHARMACEUTICALS LIMITED,NDA/PRE/WHP/11621,Wholesale Pharmacy,\N,ENTEBBE ROAD,ENTEBBE ROAD,539,Human,Wakiso,Central Regional Office - Masaka
NETAZZA MEDICAL STORES LTD,NDA/PRE/SIA/11624,Surgical Instruments and Appliances Outlet,\N,WILSON ROAD,WILSON ROAD,,Human,Kampala,Kampala Extra - Akamwesi
MARUTI PHARMA LIMITED,NDA/PRE/WHP/11616,Wholesale Pharmacy,\N,PLOT NO. 46 - KUMI-SOROTI ROAD,PLOT NO. 46 - KUMI-SOROTI ROAD,1783,Human,Mbale,Eastern Region - Tororo
KEZA PHARMACY SERVICES LTD,NDA/PRE/WHP/11618,Wholesale Pharmacy,\N,main street,main street,1901,Human,Lyantonde,South Western Region - Mbarara
NAWODYA ENTERPRSIES (U) LTD,NDA/PRE/RTP/11614,Retail Pharmacy,1046004671,"WAGAGAI - BUDADIRI TOWN - SIRONKO, NAMAGUMBA-BUDADIRI ROAD",NAMAGUMBA-BUDADIRI ROAD,2067,Human,Sironko,Eastern Region - Tororo
KARIHO PHARMACEUTICAL COMPANY LTD,NDA/PRE/RTP/11615,Retail Pharmacy,1046457920,Bukoto Northern bypass round about,Bukoto Northern bypass round about,1664,Human,Kampala,Kampala Extra - Akamwesi
ZEE INVESTMENTS LTD,NDA/PRE/WHP/11740,Wholesale Pharmacy,1000125052,"Plot 36 _x000D_High Street Mbarara city, Next to Post Office Mbarara","PLOT 36 HIGHSTREET, GBK PLAZA, OPP STANBIC, KAMUKUZI MBARARA CITY",1124,Human,Mbarara,South Western Region - Mbarara
SSISA PHARMACY - SMC LIMITED,NDA/PRE/RTP/11607,Retail Pharmacy,\N,,,971,Human,Wakiso,Central Regional Office - Masaka
LIFE MEDICURE PHARMA SMC LTD,NDA/PRE/WHP/11734,Wholesale Pharmacy,1016902662,"Bunamway Trading Center, Off Wankulukuku road",Off Wankulukuku road,514,Human,Wakiso,Kampala Extra - Akamwesi
NATAMBA PHARMACEUTICAL COMPANY,NDA/PRE/RTP/11715,Retail Pharmacy,\N,Mbarara-Ntungamo Road,Mbarara-Ntungamo Road,,Human,Mbarara,South Western Region - Mbarara
BWEZA MEDICARE LTD,NDA/PRE/RTP/11716,Retail Pharmacy,1046015586,"KIBUYE,  KIBUYE - NSAMBYA RD",KIBUYE - NSAMBYA RD,2147,Human,Kampala,Kampala Extra - Akamwesi
RAPHARM UG LTD,NDA/PRE/RTP/11717,Retail Pharmacy,1045918690,"MAKERERE 2, NANFUBAMBI RD",NANFUBAMBI RD,2163,Human,Kampala,Kampala Extra - Akamwesi
CODNUS PHARMACEUTICALS (U) LTD,NDA/PRE/RTP/11701,Retail Pharmacy,\N,Kasagama Road,Kasagama Road,1263,Human,Kasese,South Western Region - Mbarara
SOINS IMPEX UGANDA LTD,NDA/PRE/WHP/11703,Wholesale Pharmacy,\N,"WAKIMESE, KYENGERA, BUSIRO EAST","WAKIMESE, KYENGERA, BUSIRO EAST",1257,Human,Wakiso,Kampala Extra - Akamwesi
ZHENGTU MAO ANIMAL AND HUMAN DRUG INDUSTRIES,NDA/PRE/SIA/11702,Surgical Instruments and Appliances Outlet,\N,HASSAN BULWADDA ROAD,HASSAN BULWADDA ROAD,,Human,Wakiso,Kampala Extra - Akamwesi
SPECPHARM-PHARMACEUTICALS LTD,NDA/PRE/RTP/11695,Retail Pharmacy,\N,Kalera road,Kalera road,1561,Human,Bundibugyo,Western Region - Hoima
NAFLO PHARMACY LIMITED,NDA/PRE/RTP/11696,Retail Pharmacy,\N,MASAKA RD,MASAKA RD,2027,Human,Lwengo,Central Regional Office - Masaka
BUKUNJA PHARMACY LTD,NDA/PRE/RTP/11698,Retail Pharmacy,\N,MBARARA RD,MBARARA RD,1122,Human,Lwengo,Central Regional Office - Masaka
Silva Investments Company limited,NDA/PRE/EXT/11694,External/Annex Store,\N,High street,High street,1379,Human,Mbarara,South Western Region - Mbarara
Provan Pharmacy Limited,NDA/PRE/RTP/11692,Retail Pharmacy,\N,Busabala Road,Busabala Road,1434,Human,Wakiso,Kampala Extra - Akamwesi
JOZTEE HOLDINGS LTD,NDA/PRE/SIA/11690,Surgical Instruments and Appliances Outlet,1012638169,PILKINGTON ROAD,PILKINGTON ROAD,\N,Human,Kampala,Kampala Extra - Akamwesi
MEXXA PHARMACY LTD,NDA/PRE/RTP/11689,Retail Pharmacy,\N,GAYAZA ROAD KU MBUZI,GAYAZA ROAD KU MBUZI,,Human,Wakiso,Kampala Extra - Akamwesi
ELITE SURGICALS CO.SMC LTD,NDA/PRE/SIA/11602,Surgical Instruments and Appliances Outlet,\N,BEN KIWANUKA STREET,BEN KIWANUKA STREET,,Human,Kampala,Kampala Extra - Akamwesi
GLAZER HEALTH CARE LTD,NDA/PRE/WHP/11605,Wholesale Pharmacy,1018381218,"BUWATE, PLOT 2, ROYAL DRIVE",ROYAL DRIVE,857,Human,Wakiso,Kampala Extra - Akamwesi
WHITE STAR PHARMA (U) LTD,NDA/PRE/WHP/11686,Wholesale Pharmacy,1008124352,WILSON LANE,WILSON LANE,1267,Human,Kampala,Kampala Extra - Akamwesi
SERENITY PHARMACY - SMC LTD,NDA/PRE/RTP/10998,Retail Pharmacy,1043546781,"SHOP B7 &B8, DAAKI PLAZA, KALERWE, GAYAZA ROAD",GAYAZA ROAD,2299,Human,Kampala,Kampala Extra - Akamwesi
HUDSON SQUARE LIMITED,NDA/PRE/RTP/5507,Retail Pharmacy,1017683253,"RAMBO HOUSE - RM 02, PIONEER ROAD",PIONEER ROAD,1464,Human,Budaka,Eastern Region - Tororo
